request_id,flow,push_cycle,pop_cycle,delay_cycles,dropped
519,2,1294,1761,467,false
520,1,1298,1308,10,false
521,2,1298,1764,466,false
522,2,1301,1770,469,false
523,1,1305,1317,12,false
524,2,1305,1776,471,false
525,2,1309,1782,473,false
526,1,1312,1323,11,false
527,2,1312,1785,473,false
528,2,1316,1791,475,false
529,1,1320,1329,9,false
530,2,1320,1794,474,false
531,2,1324,1800,476,false
532,1,1328,1338,10,false
533,2,1328,1806,478,false
534,2,1331,1812,481,false
535,1,1335,1347,12,false
536,2,1335,1815,480,false
537,2,1339,1821,482,false
538,1,1342,1353,11,false
539,2,1342,1824,482,false
540,2,1346,1830,484,false
541,1,1350,1359,9,false
542,2,1350,1836,486,false
543,2,1354,1842,488,false
544,1,1358,1368,10,false
545,2,1358,1845,487,false
546,2,1361,1851,490,false
547,1,1365,1377,12,false
548,2,1365,1854,489,false
549,2,1369,1860,491,false
550,1,1372,1383,11,false
551,2,1372,1866,494,false
552,2,1376,1872,496,false
553,1,1380,1389,9,false
554,2,1380,1875,495,false
555,2,1384,1881,497,false
556,1,1388,1398,10,false
557,2,1388,1884,496,false
558,2,1391,1890,499,false
559,1,1395,1407,12,false
560,2,1395,1896,501,false
561,2,1399,1902,503,false
562,1,1402,1413,11,false
563,2,1402,1905,503,false
564,2,1406,1911,505,false
565,1,1410,1419,9,false
566,2,1410,1914,504,false
567,2,1414,1920,506,false
568,1,1418,1428,10,false
569,2,1418,1926,508,false
570,2,1421,1932,511,false
571,1,1425,1437,12,false
572,2,1425,1935,510,false
573,2,1429,1941,512,false
574,1,1432,1443,11,false
575,2,1432,1944,512,false
576,2,1436,1950,514,false
577,1,1440,1449,9,false
578,2,1440,1956,516,false
579,2,1444,1962,518,false
580,1,1448,1458,10,false
581,2,1448,1965,517,false
582,2,1451,1971,520,false
583,1,1455,1467,12,false
584,2,1455,1974,519,false
585,2,1459,1980,521,false
586,1,1462,1473,11,false
587,2,1462,1986,524,false
588,2,1466,1992,526,false
589,1,1470,1479,9,false
590,2,1470,1995,525,false
591,2,1474,2001,527,false
592,1,1478,1488,10,false
593,2,1478,2004,526,false
594,2,1481,2010,529,false
595,1,1485,1497,12,false
596,2,1485,2016,531,false
597,2,1489,2024,535,false
598,1,1492,1503,11,false
599,2,1492,2030,538,false
600,2,1496,2033,537,false
601,1,1500,1509,9,false
602,2,1500,2036,536,false
603,2,1504,2039,535,false
604,1,1508,1518,10,false
605,2,1508,2042,534,false
606,2,1511,2045,534,false
607,1,1515,1527,12,false
608,2,1515,2048,533,false
609,2,1519,2051,532,false
610,1,1522,1533,11,false
611,2,1522,2054,532,false
612,2,1526,2057,531,false
613,1,1530,1539,9,false
614,2,1530,2060,530,false
615,2,1534,2063,529,false
616,1,1538,1548,10,false
617,2,1538,2066,528,false
618,2,1541,2069,528,false
619,1,1545,1557,12,false
620,2,1545,2072,527,false
621,2,1549,2075,526,false
622,1,1552,1563,11,false
623,2,1552,2078,526,false
624,2,1556,2081,525,false
625,1,1560,1569,9,false
626,2,1560,2084,524,false
627,2,1564,2087,523,false
628,1,1568,1578,10,false
629,2,1568,2090,522,false
630,2,1571,2093,522,false
631,1,1575,1587,12,false
632,2,1575,2096,521,false
633,2,1579,2099,520,false
634,1,1582,1593,11,false
635,2,1582,2102,520,false
636,2,1586,2105,519,false
637,1,1590,1599,9,false
638,2,1590,2108,518,false
639,2,1594,2111,517,false
640,1,1598,1608,10,false
641,2,1598,2114,516,false
642,2,1601,2117,516,false
643,1,1605,1617,12,false
644,2,1605,2120,515,false
645,2,1609,2123,514,false
646,1,1612,1623,11,false
647,2,1612,2126,514,false
648,2,1616,2129,513,false
649,1,1620,1629,9,false
650,2,1620,2132,512,false
651,2,1624,2135,511,false
652,1,1628,1638,10,false
653,2,1628,2138,510,false
654,2,1631,2141,510,false
655,1,1635,1647,12,false
656,2,1635,2144,509,false
657,2,1639,2147,508,false
658,1,1642,1653,11,false
659,2,1642,2150,508,false
660,2,1646,2153,507,false
661,1,1650,1659,9,false
662,2,1650,2156,506,false
663,2,1654,2159,505,false
664,1,1658,1668,10,false
665,2,1658,2162,504,false
666,2,1661,2165,504,false
667,1,1665,1677,12,false
668,2,1665,2168,503,false
669,2,1669,2171,502,false
670,1,1672,1683,11,false
671,2,1672,2174,502,false
672,2,1676,2177,501,false
673,1,1680,1689,9,false
674,2,1680,2180,500,false
675,2,1684,2183,499,false
676,1,1688,1698,10,false
677,2,1688,2186,498,false
678,2,1691,2189,498,false
679,1,1695,1707,12,false
680,2,1695,2192,497,false
681,2,1699,2195,496,false
682,1,1702,1713,11,false
683,2,1702,2198,496,false
684,2,1706,2201,495,false
685,1,1710,1719,9,false
686,2,1710,2204,494,false
687,2,1714,2207,493,false
688,1,1718,1728,10,false
689,2,1718,2210,492,false
690,2,1721,2213,492,false
691,1,1725,1737,12,false
692,2,1725,2216,491,false
693,2,1729,2219,490,false
694,1,1732,1743,11,false
695,2,1732,2222,490,false
696,2,1736,2225,489,false
697,1,1740,1749,9,false
698,2,1740,2228,488,false
699,2,1744,2231,487,false
700,1,1748,1758,10,false
701,2,1748,2234,486,false
702,2,1751,2237,486,false
703,1,1755,1767,12,false
704,2,1755,2240,485,false
705,2,1759,2243,484,false
706,1,1762,1773,11,false
707,2,1762,2246,484,false
708,2,1766,2249,483,false
709,1,1770,1779,9,false
710,2,1770,2252,482,false
711,2,1774,2255,481,false
712,1,1778,1788,10,false
713,2,1778,2258,480,false
714,2,1781,2261,480,false
715,1,1785,1797,12,false
716,2,1785,2264,479,false
717,2,1789,2267,478,false
718,1,1792,1803,11,false
719,2,1792,2270,478,false
720,2,1796,2273,477,false
721,1,1800,1809,9,false
722,2,1800,2276,476,false
723,2,1804,2279,475,false
724,1,1808,1818,10,false
725,2,1808,2282,474,false
726,2,1811,2285,474,false
727,1,1815,1827,12,false
728,2,1815,2288,473,false
729,2,1819,2291,472,false
730,1,1822,1833,11,false
731,2,1822,2294,472,false
732,2,1826,2297,471,false
733,1,1830,1839,9,false
734,2,1830,2300,470,false
735,2,1834,2303,469,false
736,1,1838,1848,10,false
737,2,1838,2306,468,false
738,2,1841,2309,468,false
739,1,1845,1857,12,false
740,2,1845,2312,467,false
741,2,1849,2315,466,false
742,1,1852,1863,11,false
743,2,1852,2318,466,false
744,2,1856,2321,465,false
745,1,1860,1869,9,false
746,2,1860,2324,464,false
747,2,1864,2327,463,false
748,1,1868,1878,10,false
749,2,1868,2330,462,false
750,2,1871,2333,462,false
751,1,1875,1887,12,false
752,2,1875,2336,461,false
753,2,1879,2339,460,false
754,1,1882,1893,11,false
755,2,1882,2342,460,false
756,2,1886,2345,459,false
757,1,1890,1899,9,false
758,2,1890,2348,458,false
759,2,1894,2351,457,false
760,1,1898,1908,10,false
761,2,1898,2354,456,false
762,2,1901,2357,456,false
763,1,1905,1917,12,false
764,2,1905,2360,455,false
765,2,1909,2363,454,false
766,1,1912,1923,11,false
767,2,1912,2366,454,false
768,2,1916,2369,453,false
769,1,1920,1929,9,false
770,2,1920,2372,452,false
771,2,1924,2375,451,false
772,1,1928,1938,10,false
773,2,1928,2378,450,false
774,2,1931,2381,450,false
775,1,1935,1947,12,false
776,2,1935,2384,449,false
777,2,1939,2387,448,false
778,1,1942,1953,11,false
779,2,1942,2390,448,false
780,2,1946,2393,447,false
781,1,1950,1959,9,false
782,2,1950,2396,446,false
783,2,1954,2399,445,false
784,1,1958,1968,10,false
785,2,1958,2402,444,false
786,2,1961,2405,444,false
787,1,1965,1977,12,false
788,2,1965,2408,443,false
789,2,1969,2411,442,false
790,1,1972,1983,11,false
791,2,1972,2414,442,false
792,2,1976,2417,441,false
793,1,1980,1989,9,false
794,2,1980,2420,440,false
795,2,1984,2423,439,false
796,1,1988,1998,10,false
797,2,1988,2426,438,false
798,2,1991,2429,438,false
799,1,1995,2007,12,false
800,2,1995,2432,437,false
801,2,1999,2435,436,false
802,1,2000,2013,13,false
803,2,2000,2441,441,false
804,3,2000,2717,717,false
805,1,2008,2019,11,false
806,1,2015,2027,12,false
807,2,2015,2720,705,false
808,3,2015,2726,711,false
809,1,2022,2438,416,false
810,1,2030,2444,414,false
811,2,2030,2732,702,false
812,3,2030,2735,705,false
813,1,2038,2447,409,false
814,1,2045,2450,405,false
815,2,2045,2741,696,false
816,3,2045,2747,702,false
817,1,2052,2453,401,false
818,1,2060,2456,396,false
819,2,2060,2750,690,false
820,3,2060,2756,696,false
821,1,2068,2459,391,false
822,1,2075,2462,387,false
823,2,2075,2762,687,false
824,3,2075,2765,690,false
825,1,2082,2465,383,false
826,1,2090,2468,378,false
827,2,2090,2771,681,false
828,3,2090,2777,687,false
829,1,2098,2471,373,false
830,1,2105,2474,369,false
831,2,2105,2780,675,false
832,3,2105,2786,681,false
833,1,2112,2477,365,false
834,1,2120,2480,360,false
835,2,2120,2792,672,false
836,3,2120,2795,675,false
837,1,2128,2483,355,false
838,1,2135,2486,351,false
839,2,2135,2801,666,false
840,3,2135,2807,672,false
841,1,2142,2489,347,false
842,1,2150,2492,342,false
843,2,2150,2810,660,false
844,3,2150,2816,666,false
845,1,2158,2495,337,false
846,1,2165,2498,333,false
847,2,2165,2822,657,false
848,3,2165,2825,660,false
849,1,2172,2501,329,false
850,1,2180,2504,324,false
851,2,2180,2831,651,false
852,3,2180,2837,657,false
853,1,2188,2507,319,false
854,1,2195,2510,315,false
855,2,2195,2840,645,false
856,3,2195,2846,651,false
857,1,2202,2513,311,false
858,1,2210,2516,306,false
859,2,2210,2852,642,false
860,3,2210,2855,645,false
861,1,2218,2519,301,false
862,1,2225,2522,297,false
863,2,2225,2861,636,false
864,3,2225,2867,642,false
865,1,2232,2525,293,false
866,1,2240,2528,288,false
867,2,2240,2870,630,false
868,3,2240,2876,636,false
869,1,2248,2531,283,false
870,1,2255,2534,279,false
871,2,2255,2882,627,false
872,3,2255,2885,630,false
873,1,2262,2537,275,false
874,1,2270,2540,270,false
875,2,2270,2891,621,false
876,3,2270,2897,627,false
877,1,2278,2543,265,false
878,1,2285,2546,261,false
879,2,2285,2900,615,false
880,3,2285,2906,621,false
881,1,2292,2549,257,false
882,1,2300,2552,252,false
883,2,2300,2912,612,false
884,3,2300,2915,615,false
885,1,2308,2555,247,false
886,1,2315,2558,243,false
887,2,2315,2921,606,false
888,3,2315,2927,612,false
889,1,2322,2561,239,false
890,1,2330,2564,234,false
891,2,2330,2930,600,false
892,3,2330,2936,606,false
893,1,2338,2567,229,false
894,1,2345,2570,225,false
895,2,2345,2942,597,false
896,3,2345,2945,600,false
897,1,2352,2573,221,false
898,1,2360,2576,216,false
899,2,2360,2951,591,false
900,3,2360,2957,597,false
901,1,2368,2579,211,false
902,1,2375,2582,207,false
903,2,2375,2960,585,false
904,3,2375,2966,591,false
905,1,2382,2585,203,false
906,1,2390,2588,198,false
907,2,2390,2972,582,false
908,3,2390,2975,585,false
909,1,2398,2591,193,false
910,1,2405,2594,189,false
911,2,2405,2981,576,false
912,3,2405,2987,582,false
913,1,2412,2597,185,false
914,1,2420,2600,180,false
915,2,2420,2990,570,false
916,3,2420,2996,576,false
917,1,2428,2603,175,false
918,1,2435,2606,171,false
919,2,2435,3002,567,false
920,3,2435,3005,570,false
921,1,2442,2609,167,false
922,1,2450,2612,162,false
923,2,2450,3011,561,false
924,3,2450,3017,567,false
925,1,2458,2615,157,false
926,1,2465,2618,153,false
927,2,2465,3020,555,false
928,3,2465,3026,561,false
929,1,2472,2621,149,false
930,1,2480,2624,144,false
931,2,2480,3032,552,false
932,3,2480,3035,555,false
933,1,2488,2627,139,false
934,1,2495,2630,135,false
935,2,2495,3041,546,false
936,3,2495,3047,552,false
937,1,2502,2633,131,false
938,1,2510,2636,126,false
939,2,2510,3050,540,false
940,3,2510,3056,546,false
941,1,2518,2639,121,false
942,1,2525,2642,117,false
943,2,2525,3062,537,false
944,3,2525,3065,540,false
945,1,2532,2645,113,false
946,1,2540,2648,108,false
947,2,2540,3071,531,false
948,3,2540,3077,537,false
949,1,2548,2651,103,false
950,1,2555,2654,99,false
951,2,2555,3080,525,false
952,3,2555,3086,531,false
953,1,2562,2657,95,false
954,1,2570,2660,90,false
955,2,2570,3092,522,false
956,3,2570,3095,525,false
957,1,2578,2663,85,false
958,1,2585,2666,81,false
959,2,2585,3101,516,false
960,3,2585,3107,522,false
961,1,2592,2669,77,false
962,1,2600,2672,72,false
963,2,2600,3110,510,false
964,3,2600,3116,516,false
965,1,2608,2675,67,false
966,1,2615,2678,63,false
967,2,2615,3122,507,false
968,3,2615,3125,510,false
969,1,2622,2681,59,false
970,1,2630,2684,54,false
971,2,2630,3131,501,false
972,3,2630,3137,507,false
973,1,2638,2687,49,false
974,1,2645,2690,45,false
975,2,2645,3140,495,false
976,3,2645,3146,501,false
977,1,2652,2693,41,false
978,1,2660,2696,36,false
979,2,2660,3152,492,false
980,3,2660,3155,495,false
981,1,2668,2699,31,false
982,1,2675,2702,27,false
983,2,2675,3161,486,false
984,3,2675,3167,492,false
985,1,2682,2705,23,false
986,1,2690,2708,18,false
987,2,2690,3170,480,false
988,3,2690,3176,486,false
989,1,2698,2711,13,false
990,1,2705,2714,9,false
991,2,2705,3182,477,false
992,3,2705,3185,480,false
993,1,2712,2723,11,false
994,1,2720,2729,9,false
995,2,2720,3191,471,false
996,3,2720,3197,477,false
997,1,2728,2738,10,false
998,1,2735,2744,9,false
999,2,2735,3200,465,false
1000,3,2735,3206,471,false
1001,1,2742,2753,11,false
1002,1,2750,2759,9,false
1003,2,2750,3212,462,false
1004,3,2750,3215,465,false
1005,1,2758,2768,10,false
1006,1,2765,2774,9,false
1007,2,2765,3221,456,false
1008,3,2765,3227,462,false
1009,1,2772,2783,11,false
1010,1,2780,2789,9,false
1011,2,2780,3230,450,false
1012,3,2780,3236,456,false
1013,1,2788,2798,10,false
1014,1,2795,2804,9,false
1015,2,2795,3242,447,false
1016,3,2795,3245,450,false
1017,1,2802,2813,11,false
1018,1,2810,2819,9,false
1019,2,2810,3251,441,false
1020,3,2810,3257,447,false
1021,1,2818,2828,10,false
1022,1,2825,2834,9,false
1023,2,2825,3260,435,false
1024,3,2825,3266,441,false
1025,1,2832,2843,11,false
1026,1,2840,2849,9,false
1027,2,2840,3272,432,false
1028,3,2840,3275,435,false
1029,1,2848,2858,10,false
1030,1,2855,2864,9,false
1031,2,2855,3281,426,false
1032,3,2855,3287,432,false
1033,1,2862,2873,11,false
1034,1,2870,2879,9,false
1035,2,2870,3290,420,false
1036,3,2870,3296,426,false
1037,1,2878,2888,10,false
1038,1,2885,2894,9,false
1039,2,2885,3302,417,false
1040,3,2885,3305,420,false
1041,1,2892,2903,11,false
1042,1,2900,2909,9,false
1043,2,2900,3311,411,false
1044,3,2900,3317,417,false
